Complaint,Coded Month,Date Occur,Flag-Crime,Flag-Unfounded,Flag-Administrative,Count,Flag Cleanup,Crime,ILeads Add,ILeads Approve,District,Beat,Description,ILEADS-Address,ILEADS-Street,Neighborhood,ILeads Asg,ILeads Type,Location Name,Location Comment,CAD-Address,CAD-Street,X-Coord,Y-Coord,Date Crime Coded
17-022144,2017-05,5/10/2017 9:00,Y, , ,1, ,151110,5/10/2017 10:27,5/10/2017,2,228,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,4311,ARCO AVE            ,39,210,, , ,4311,ARCO,889622.7,1017626,5/12/2017
17-024115,2017-05,5/19/2017 22:00,Y, , ,1, ,71013,5/20/2017 10:53,5/20/2017,4,COCHRAN,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,1458,CASS AVE            ,62,680,, , ,1458,CASS,906523.9,1021998,5/23/2017
17-025987,2017-05,5/28/2017 15:42,Y, , ,1, ,64701,5/30/2017 9:46,5/31/2017,4,427,LARCENY-FROM MTR VEH UNDER $500                   ,2801,CLARK AVE           ,37,304,,SPECIALTY MAILING, ,2801,CLARK,900597.1,1018189,6/2/2017
17-024168,2017-05,5/20/2017 15:50,Y, , ,1, ,63701,5/20/2017 16:45,5/20/2017,5,525,LARCENY-SHOPLIFT UNDER $500                       ,5935,DELMAR BLVD         ,48,305,,FAMILY DOLLAR,INSIDE STORE,5935,DELMAR,879643.6,1027424,5/23/2017
17-021695,2017-05,4/21/2017 17:30,Y, , ,1, ,266999,5/8/2017 5:48,5/10/2017,5,525,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,5935,DELMAR BLVD         ,48,399,,FAMILY DOLLARS STORE,NUISANCE ABATEMENT PROPERTY,5935,DELMAR,879643.6,1027424,5/10/2017
17-022637,2017-05,5/9/2017 21:00,Y, , ,1, ,71013,5/12/2017 20:14,5/12/2017,2,224,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,4061,GRAVOIS AVE         ,15,680,, , ,4061,GRAVOIS,890167.1,1003784,5/15/2017
17-025767,2017-05,5/29/2017 0:24,Y, , ,1, ,41013,5/29/2017 13:59,5/31/2017,4,426,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,3205,GREER AVE           ,59,372,, , ,3203,GREER,900883.1,1028197,6/1/2017
17-026004,2017-05,5/25/2017 18:00,Y, , ,1, ,69602,5/30/2017 11:06,6/1/2017,3,326,"LARCENY-ALL OTHER $500 - $24,999                  ",1608,MENARD ST           ,34,303,, , ,1608,MENARD,904894.8,1011931,6/2/2017
17-021545,2017-05,5/6/2017 21:00,Y, , ,1, ,64601,5/7/2017 11:13,5/10/2017,2,226,"LARCENY-FROM MTR VEH $500 - $24,999               ",3867,LAFAYETTE AVE       ,28,302,, ,3A,3867,LAFAYETTE,893149.2,1013934,5/11/2017
17-023923,2017-05,5/18/2017 23:00,Y, , ,1, ,67701,5/19/2017 10:49,5/20/2017,2,229,LARCENY-FROM BUILDING UNDER $500                  ,6637,BERTHOLD AVE        ,44,302,,OAK PARK CARE CENTER, ,6637,BERTHOLD,877633.2,1018692,5/23/2017
17-023818,2017-05,5/18/2017 13:00,Y, , ,1, ,265321,5/20/2017 15:26,5/21/2017,1,124,LEAVING SCENE OF ACCIDENT                         ,6129,MICHIGAN AVE        ,1,303,, , ,3734,MINNESOTA,891986.5,992847.1,5/23/2017
17-021509,2017-05,5/7/2017 0:55,Y, , ,1, ,41011,5/7/2017 3:21,5/9/2017,6,625,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,5009,THRUSH AVE          ,72,306,, , ,5009,THRUSH,890725.4,1042520,5/10/2017
17-024286,2017-05,5/21/2017 6:45,Y, , ,1, ,71030,5/21/2017 9:11,5/21/2017,5,521,AUTO THEFT-PERM RETNT/JOY RIDE                    ,4066,LINDELL BLVD        ,38,305,,OWNERS APARTMENT,APT 409,4066,LINDELL,892852.9,1021780,5/23/2017
17-023739,2017-05,5/18/2017 9:30,Y, , ,1, ,64601,5/18/2017 12:35,5/18/2017,2,222,"LARCENY-FROM MTR VEH $500 - $24,999               ",4948,THOLOZAN AVE        ,14,302,, ,BLK,4900,THOLOZAN,884817.9,1005029,5/22/2017
17-022251,2017-05,5/10/2017 18:35,Y, , ,1, ,241100,5/10/2017 20:59,5/11/2017,4,425,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,2831,RAUSCHENBACH AVE    ,60,304,,2831 RAUSCHENBACH, ,2831,RAUSCHENBACH,904584.4,1026611,5/12/2017
17-022314,2017-05,5/10/2017 23:10,Y, , ,1, ,71013,5/11/2017 7:35,5/11/2017,2,224,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3506,GRACE AVE           ,15,680,, , ,3506,GRACE,893195.8,1005076,5/12/2017
17-021703,2017-05,5/7/2017 19:00,Y, , ,1, ,64701,5/8/2017 7:56,5/8/2017,4,423,LARCENY-FROM MTR VEH UNDER $500                   ,1015,WASHINGTON AVE      ,35,680,, , ,1015,WASHINGTON,907508.1,1018970,5/11/2017
17-020635,2017-05,5/2/2017 9:00,Y, , ,1, ,266999,5/2/2017 9:23,5/9/2017,4,425,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,1100,SALISBURY ST        ,65,304,, , ,1100,SALISBURY,906468.2,1029947,5/11/2017
17-022092,2017-05,5/9/2017 23:04,Y, , ,1, ,241100,5/10/2017 0:40,5/11/2017,5,526,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,1314,HAMILTON AVE        ,78,305,, , ,1314,HAMILTON,881452.6,1032432,5/11/2017
17-021416,2017-05,5/6/2017 12:20,Y, , ,1, ,41011,5/6/2017 19:09,5/10/2017,5,523,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,4949,FOUNTAIN AVE        ,53,372,, , ,1145,AUBERT,888288.6,1027755,5/10/2017
17-024032,2017-05,5/19/2017 17:40,Y, , ,1, ,41016,5/19/2017 18:38,5/21/2017,1,129,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC           ,4928,DEVONSHIRE AVE      ,7,301,, ,2 FAMILY FLAT,4928,DEVONSHIRE,883792.3,1002598,5/23/2017
17-021912,2017-05,5/8/2017 22:00,Y, , ,1, ,71013,5/9/2017 8:07,5/9/2017,2,224,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3709,CHIPPEWA ST         ,15,680,, , ,3709,CHIPPEWA,892426.8,1003393,5/12/2017
17-025975,2017-05,5/26/2017 17:00,Y, , ,1, ,142320,5/30/2017 9:26,5/31/2017,4,425,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,2000,N BROADWAY          ,64,304,,AMERICAN WAREHOUSE, ,2000,BROADWAY,909471.3,1024733,6/1/2017
17-025995,2017-05,5/29/2017 23:00,Y, , ,1, ,64701,5/30/2017 10:29,6/1/2017,4,422,LARCENY-FROM MTR VEH UNDER $500                   ,1500,OLIVE ST,36,680,, , ,1500,OLIVE,905442.8,1018627,6/2/2017
17-024439,2017-05,5/18/2017 1:03,Y, , ,1, ,265321,5/22/2017 12:01,5/22/2017,4,422,LEAVING SCENE OF ACCIDENT                         ,1500,OLIVE ST,36,304,, ,APT 1207,1500,OLIVE,905442.8,1018627,5/23/2017
17-021848,2017-05,5/8/2017 17:33,Y, , ,1, ,130000,5/8/2017 19:51,5/10/2017,1,126,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",515,FASSEN ST           ,1,301,, , ,515,FASSEN,892744.6,995002.8,5/11/2017
17-021712,2017-05,5/7/2017 5:00,Y, , ,1, ,65701,5/8/2017 8:32,5/8/2017,3,325,LARCENY-MTR VEH PARTS UNDER $500                  ,3214,OREGON AVE          ,30,680,, , ,3214,OREGON,897318.3,1006346,5/11/2017
17-022056,2017-05,5/9/2017 19:20,Y, , ,1, ,10000,5/10/2017 2:21,5/22/2017,5,529,HOMICIDE                                          ,5966,WABADA AVE          ,50,372,, ,VACANT LOT,2505,HODIAMONT,882242.3,1035616,5/23/2017
17-023879,2017-05,5/19/2017 0:55,Y, , ,1, ,266520,5/19/2017 2:13,5/20/2017,3,329,PUBLIC ORDER-TRESPASSING ON SCHOOL PROPERTY       ,1530,S GRAND BLVD        ,31,303,,HEALTH CAREERS HIGH SCHOOL, ,1530,GRAND,894967.4,1014641,5/23/2017
17-022234,2017-05,5/10/2017 16:51,Y, , ,1, ,43013,5/10/2017 17:43,5/12/2017,4,COCHRAN,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ,1814,PRESERVATION PL     ,62,350,, , ,1814,PRESERVATION,905376.7,1022408,5/15/2017
17-022444,2017-05,5/11/2017 18:39,Y, , ,1, ,182260,5/11/2017 19:19,5/12/2017,1,124,DRUGS-POSSESSION/METHAMPHETAMINE                  ,6305,MINNESOTA AVE       ,1,301,, , ,6305,MINNESOTA,891844.4,992187.1,5/12/2017
17-025362,2017-05,5/25/2017 10:00,Y, , ,1, ,69702,5/26/2017 12:41,5/29/2017,6,621,LARCENY-ALL OTHER UNDER $500                      ,4400,LABADIE AVE         ,56,332,, , ,4400,LABADIE,894495.6,1031142,5/31/2017
17-023916,2017-05,4/28/2017 12:00,Y, , ,1, ,112010,5/19/2017 9:36,5/19/2017,6,627,FRAUD-CREDIT DEVICE/OVER $150                     ,2053,E DE SOTO AVE       ,66,306,, ,ALIAS 2053 DESOTO,2053,DE SOTO,902246.2,1034245,5/22/2017
17-021802,2017-05,5/8/2017 7:00,Y, , ,1, ,51122,5/8/2017 16:22,5/10/2017,5,527,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED       ,4733,LEDUC ST            ,55,305,, , ,4733,LEDUC,890847.3,1030501,5/11/2017
17-021596,2017-05,5/6/2017 14:35,Y, , ,1, ,67601,5/7/2017 16:39,5/9/2017,2,229,"LARCENY-FROM BUILDING $500 - $24,999              ",1301,HAMPTON AVE         ,42,302,,PHILLIPS 66, ,1301,HAMPTON,880792.2,1017016,5/11/2017
17-025336,2017-05,5/6/2017 17:07,Y, , ,1, ,266999,5/26/2017 10:47,5/29/2017,4,429,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,1929,WARREN ST           ,60,399,, ,NUISANCE ABATEMENT PROPERTY,1929,WARREN,905124,1025424,5/31/2017
17-026019,2017-05,5/30/2017 11:50,Y, , ,1, ,250000,5/30/2017 12:07,5/31/2017,4,423,LOITERING-BEGGING                                 ,421,N 8TH ST            ,35,304,, , ,901,WASHINGTON,908152,1018409,6/1/2017
17-023874,2017-05,5/18/2017 23:30,Y, , ,1, ,91114,5/19/2017 0:42,5/19/2017,1,121,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",7418,VIRGINIA AVE        ,2,301,, , ,7418,VIRGINIA,888738.3,989485.1,5/22/2017
17-022474,2017-05,5/11/2017 22:50,Y, , ,1, ,32111,5/12/2017 0:16,5/12/2017,3,327,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL         ,3162,S COMPTON AVE       ,25,303,, ,REAR APARTMENTS,2851,GRAVOIS,895796.2,1007305,5/12/2017
17-025924,2017-05,5/29/2017 23:00,Y, , ,1, ,69703,5/30/2017 0:24,6/1/2017,1,126,LARCENY-ALL OTH/FRM PRSN/UNDER $500               ,4305,VIRGINIA AVE        ,16,301,, ,APT 201,4305,VIRGINIA,893976.6,999674.9,6/2/2017
17-025680,2017-05,5/28/2017 11:30,Y, , ,1, ,265321,5/28/2017 16:43,5/29/2017,3,324,LEAVING SCENE OF ACCIDENT                         ,3850,MISSOURI AVE        ,18,303,, , ,3850,MISSOURI,898901.3,1001737,5/31/2017
17-022152,2017-05,5/10/2017 9:45,Y, , ,1, ,43013,5/10/2017 10:29,5/11/2017,5,521,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ,4561,FOREST PARK AVE     ,38,305,,BREAD COMPANY, ,4561,FOREST PARK,888842.8,1021484,5/11/2017
17-023860,2017-05,5/18/2017 20:50,Y, , ,1, ,182999,5/18/2017 21:57,5/19/2017,6,629,DRUGS-POSSESSION/OTHR UNSPEC DRUG                 ,8600,N BROADWAY          ,74,306,, , ,8600,BROADWAY,897601.4,1050843,5/23/2017
17-025692,2017-05,5/28/2017 14:00,Y, , ,1, ,41011,5/28/2017 14:41,5/30/2017,6,625,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,5541,GENEVIEVE AVE       ,72,306,, , ,5541,GENEVIEVE,893145.6,1043811,5/31/2017
17-021140,2017-05,5/5/2017 8:00,Y, , ,1, ,91113,5/5/2017 9:29,5/8/2017,4,424,SIMPLE ASSAULT-ADULT/NO INJURY                    ,1546,CARR DR             ,61,304,, , ,1500,CARR,906048.8,1021013,5/11/2017
17-023933,2017-05,7/27/2009 12:00,Y, , ,1, ,115400,5/19/2017 10:49,5/19/2017,6,627,STLG BY DECEIT/IDENTITY THEFT REPORT              ,4823,N 20TH ST           ,66,306,, , ,4823,20TH,903042.8,1033644,5/22/2017
17-026116,2017-05,5/30/2017 17:05,Y, , ,1, ,266510,5/30/2017 18:48,5/31/2017,2,225,PUBLIC ORDER-TRESPASSING                          ,4256,MAGNOLIA AVE        ,81,302,, , ,4256,MAGNOLIA,890086.2,1009696,6/2/2017
17-021849,2017-05,4/10/2017 17:00,Y, , ,1, ,64601,5/8/2017 19:55,5/9/2017,5,524,"LARCENY-FROM MTR VEH $500 - $24,999               ",5330,PERSHING AVE        ,47,680,, , ,5330,PERSHING,884236.2,1024598,5/11/2017
17-025420,2017-05,5/26/2017 2:00,Y, , ,1, ,64601,5/26/2017 18:36,5/30/2017,2,221,"LARCENY-FROM MTR VEH $500 - $24,999               ",4400,ARSENAL ST          ,15,302,, ,APT 1W,4400,ARSENAL,887903.4,1009169,6/1/2017
17-023892,2017-05,5/18/2017 19:00,Y, , ,1, ,65601,5/19/2017 6:31,5/19/2017,2,221,"LARCENY-MTR VEH PARTS $500 - $24,999              ",3515,MORGANFORD RD       ,15,302,, , ,3501,MORGANFORD,887932.8,1005333,5/23/2017
17-026196,2017-05,5/22/2017 10:00,Y, , ,1, ,266999,5/31/2017 7:28,6/2/2017,1,128,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,4215,NEOSHO ST           ,5,399,, , ,4215,NEOSHO,887582.6,1001693,6/2/2017
17-022239,2017-05,5/3/2017 7:45,Y, , ,1, ,65701,5/10/2017 18:08,5/10/2017,3,321,LARCENY-MTR VEH PARTS UNDER $500                  ,4017,OHIO AVE            ,16,680,, , ,4017,OHIO,897274.9,1000975,5/12/2017
17-023589,2017-05,5/15/2017 19:00,Y, , ,1, ,67701,5/17/2017 16:12,5/17/2017,6,629,LARCENY-FROM BUILDING UNDER $500                  ,8562,LOWELL ST           ,74,680,, , ,8562,LOWELL,897995.2,1051065,5/22/2017
17-025255,2017-05,5/25/2017 21:00,Y, , ,1, ,142320,5/25/2017 22:14,5/29/2017,6,627,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1420,E OBEAR AVE         ,66,306,, , ,1420,OBEAR,904219.6,1034073,5/31/2017
17-022090,2017-05,5/6/2017 14:10,Y, , ,1, ,142320,5/10/2017 0:13,5/10/2017,6,621,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,2930,N TAYLOR AVE        ,56,680,, , ,2930,TAYLOR,893718.9,1031492,5/11/2017
17-021377,2017-05,5/6/2017 10:50,Y, , ,1, ,250000,5/6/2017 12:10,5/8/2017,4,423,LOITERING-BEGGING                                 ,1136,WASHINGTON AVE      ,35,304,, , ,1136,WASHINGTON,906933.4,1018879,5/10/2017
17-025305,2017-05,5/25/2017 21:00,Y, , ,1, ,64711,5/26/2017 8:24,5/26/2017,2,225,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,3636,SHENANDOAH AVE      ,27,680,, , ,3636,SHENANDOAH,893795.7,1010875,5/30/2017
17-024033,2017-05,5/19/2017 7:15,Y, , ,1, ,69602,5/19/2017 18:49,5/19/2017,4,429,"LARCENY-ALL OTHER $500 - $24,999                  ",3104,EVANS AVE           ,59,304,, , ,3104,EVANS,899403.8,1024179,5/23/2017
17-023741,2017-05,12/22/2016 12:00,Y, , ,1, ,115400,5/18/2017 12:44,5/18/2017,6,626,STLG BY DECEIT/IDENTITY THEFT REPORT              ,6119,SHERRY AVE          ,76,306,, , ,6119,SHERRY,888647.8,1044629,5/22/2017
17-026348,2017-05,5/31/2017 22:05,Y, , ,1, ,41011,5/31/2017 23:17,6/1/2017,5,529,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,5743,KENNERLY AVE        ,50,305,, ,STREET,5743,KENNERLY,884372.9,1035344,6/2/2017
17-025966,2017-05,5/30/2017 2:00,Y, , ,1, ,71030,5/30/2017 8:37,5/30/2017,3,329,AUTO THEFT-PERM RETNT/JOY RIDE                    ,3120,CAROLINE ST         ,31,680,, , ,3120,CAROLINE,897355.8,1014998,6/1/2017
17-021834,2017-05,5/7/2017 19:00,Y, , ,1, ,92000,5/8/2017 18:35,5/11/2017,3,322,SIMPLE ASSAULT-HARRASSMENT                        ,3321,OSAGE ST            ,16,303,, , ,3321,OSAGE,894245.4,1001761,5/12/2017
17-025691,2017-05,5/27/2017 22:00,Y, , ,1, ,265321,5/30/2017 20:43,5/31/2017,2,229,LEAVING SCENE OF ACCIDENT                         ,1340,MCCAUSLAND AVE      ,44,302,, , ,1340,MCCAUSLAND,875448.3,1017443,5/31/2017
17-021480,2017-05,5/6/2017 19:12,Y, , ,1, ,91123,5/6/2017 23:38,5/17/2017,6,622,SIMPLE ASSAULT-CHILD/NO INJURY                    ,3813,KOSSUTH AVE         ,67,374,, ,APT B UPSTAIRS,3813,KOSSUTH,900529.2,1031870,5/23/2017
17-022027,2017-05,5/9/2017 17:20,Y, , ,1, ,265321,5/11/2017 15:59,5/11/2017,2,228,LEAVING SCENE OF ACCIDENT                         ,0,HAMPTON AVE / I 64 EASTBOUND,41,302,, , ,5650,OAKLAND,881185.9,1018744,5/12/2017
17-021972,2017-05,5/8/2017 23:00,Y, , ,1, ,73413,5/9/2017 12:51,5/9/2017,2,228,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48    ,4551,GIBSON AVE          ,39,680,, , ,4551,GIBSON,888013.7,1018400,5/11/2017
17-026122,2017-05,5/30/2017 4:30,Y, , ,1, ,142320,5/30/2017 20:19,5/31/2017,5,523,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4537,LEWIS PL            ,54,680,, , ,4537,LEWIS,891030.8,1027277,6/2/2017
17-021660,2017-05,5/7/2017 22:08,Y, , ,1, ,265321,5/10/2017 19:00,5/10/2017,6,622,LEAVING SCENE OF ACCIDENT                         ,4004,N NEWSTEAD AVE      ,68,306,, , ,4004,NEWSTEAD,896047.9,1033671,5/11/2017
17-023527,2017-05,5/17/2017 9:37,Y, , ,1, ,63701,5/17/2017 10:46,5/17/2017,3,327,LARCENY-SHOPLIFT UNDER $500                       ,2851,GRAVOIS AVE         ,24,303,,QUIKTRIP, ,2851,GRAVOIS,897916.5,1008451,5/22/2017
17-020566,2017-05,5/1/2017 1:55,Y, , ,1, ,64701,5/1/2017 18:01,5/9/2017,1,127,LARCENY-FROM MTR VEH UNDER $500                   ,3919,ALBERTA ST          ,16,302,, , ,3919,ALBERTA,891243.4,1002393,5/9/2017
17-018664,2017-05,4/20/2017 16:21,Y, , ,1, ,103000,4/20/2017 16:23,5/11/2017,6,625,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT    ,4739,GOODFELLOW BLVD     ,70,210,, , ,4739,GOODFELLOW,887043.9,1043351,5/12/2017
17-025692,2017-05,5/28/2017 14:00,Y, , ,1, ,41011,5/28/2017 14:41,5/30/2017,6,625,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,5541,GENEVIEVE AVE       ,72,306,, , ,5541,GENEVIEVE,893145.6,1043811,5/31/2017
17-022332,2017-05,5/11/2017 1:30,Y, , ,1, ,71013,5/11/2017 9:00,5/11/2017,6,624,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,4177,N EUCLID AVE        ,69,680,, , ,4177,EUCLID,892791.9,1036687,5/12/2017
17-024104,2017-05,5/19/2016 21:00,Y, , ,1, ,64711,5/20/2017 9:50,5/20/2017,2,229,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,6244,OAKLAND AVE         ,42,680,, , ,6244,OAKLAND,879906.6,1018652,5/23/2017
17-025834,2017-05,4/29/2017 10:00,Y, , ,1, ,71013,5/29/2017 14:03,5/30/2017,5,528,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,5214,NORTHLAND AVE       ,52,305,, , ,5214,NORTHLAND,888211.9,1033126,5/31/2017
17-021564,2017-05,5/7/2017 12:51,Y, , ,1, ,142320,5/7/2017 14:04,5/10/2017,3,323,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3453,PENNSYLVANIA AVE    ,19,303,, , ,3453,PENNSYLVANIA,896210.4,1004789,5/12/2017
17-026037,2017-05,5/29/2017 21:00,Y, , ,1, ,265321,5/30/2017 15:47,5/31/2017,5,527,LEAVING SCENE OF ACCIDENT                         ,4930,HIGHLAND AVE        ,55,305,, , ,4943,HIGHLAND,889785.6,1031848,5/31/2017
17-019576,2017-05,4/13/2017 23:00,Y, , ,1, ,91114,4/25/2017 19:23,5/31/2017,3,329,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",3231,LAFAYETTE AVE       ,31,374,, ,APT C,3231,LAFAYETTE,896369.2,1013474,6/2/2017
17-025984,2017-05,5/29/2017 23:30,Y, , ,1, ,71030,5/30/2017 9:38,5/30/2017,6,628,AUTO THEFT-PERM RETNT/JOY RIDE                    ,733,BADEN AVE           ,74,680,, , ,734,BADEN,897152.1,1047899,5/31/2017
17-021425,2017-05,5/6/2017 4:20,Y, , ,1, ,51312,5/6/2017 16:49,5/8/2017,6,629,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,1218,HORNSBY AVE         ,74,306,, , ,1218,HORNSBY,894719.4,1050687,5/10/2017
17-025662,2017-05,5/27/2017 12:00,Y, , ,1, ,64711,5/28/2017 9:59,5/28/2017,6,625,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,5021,UNION BLVD          ,71,306,, , ,5021,UNION,892351.6,1040491,5/30/2017
17-022003,2017-05,5/6/2017 9:00,Y, , ,1, ,51222,5/9/2017 15:57,5/12/2017,3,324,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED       ,3734,SALENA ST           ,18,303,, , ,3734,SALENA,899948,1002381,5/15/2017
17-021681,2017-05,5/8/2017 1:26,Y, , ,1, ,43013,5/8/2017 3:39,5/8/2017,6,628,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ,8040,FREDERICK ST        ,74,306,, , ,8040,FREDERICK,896513,1047289,5/10/2017
17-020400,2017-05,4/30/2017 23:10,Y, , ,1, ,41011,5/1/2017 2:51,5/8/2017,1,128,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,4150,BINGHAM AVE         ,5,301,, , ,4150,BINGHAM,888350.8,1002951,5/11/2017
17-020349,2017-05,4/29/2017 22:00,Y, , ,1, ,71040,4/30/2017 15:40,5/9/2017,1,126,AUTO THEFT-PERM RETNT/ATTEMPT                     ,5016,LOUISIANA AVE       ,16,301,, , ,5016,LOUISIANA,892068.6,996933.1,5/11/2017
17-024313,2017-05,5/21/2017 11:48,Y, , ,1, ,41014,5/21/2017 13:49,5/21/2017,4,426,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC           ,1919,BREMEN AVE          ,65,304,, ,UPSTAIRS UNIT,1919,BREMEN,904860.7,1030260,5/23/2017
17-021985,2017-05,4/16/2017 13:30,Y, , ,1, ,266999,5/9/2017 13:48,5/10/2017,4,423,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,1122,WASHINGTON AVE      ,35,399,, , ,1122,WASHINGTON,907067.3,1018844,5/10/2017
17-024051,2017-05,5/19/2017 18:30,Y, , ,1, ,91124,5/19/2017 22:20,5/31/2017,3,321,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC          ",3516,NEBRASKA AVE        ,19,374,, , ,3516,NEBRASKA,896672.9,1004405,6/2/2017
17-025306,2017-05,5/25/2017 19:00,Y, , ,1, ,64701,5/26/2017 8:28,5/26/2017,5,525,LARCENY-FROM MTR VEH UNDER $500                   ,6110,PERSHING AVE        ,46,680,, , ,6110,PERSHING,878041.8,1025365,5/30/2017
17-022030,2017-05,5/6/2017 10:00,Y, , ,1, ,64701,5/9/2017 17:57,5/9/2017,2,224,LARCENY-FROM MTR VEH UNDER $500                   ,3635,S SPRING AVE        ,15,680,, , ,3227,LAFAYETTE,892101.4,1004026,5/11/2017
17-021713,2017-05,5/8/2017 0:01,Y, , ,1, ,142320,5/8/2017 8:50,5/8/2017,3,325,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,2625,INDIANA AVE         ,22,303,, , ,2625,INDIANA,899653.8,1008906,5/10/2017
17-021858,2017-05,3/23/2017 21:26,Y, , ,1, ,83000,5/8/2017 20:40,5/9/2017,3,321,ARSON-KNOWINGLY BURNING/SUCCESS                   ,2738,UTAH ST             ,30,375,, ,REAR - GARAGE,2736,UTAH,897688.3,1005713,5/10/2017
17-022497,2017-05,5/11/2017 15:00,Y, , ,1, ,142320,5/12/2017 7:08,5/13/2017,4,425,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3300,N FLORISSANT AVE    ,65,304,,KRATO PRODUCTS, ,3300,FLORISSANT,905016.1,1028125,5/15/2017
17-023745,2017-05,1/1/2016 12:00,Y, , ,1, ,115400,5/18/2017 13:00,5/18/2017,6,625,STLG BY DECEIT/IDENTITY THEFT REPORT              ,5539,BEACON AVE          ,72,306,, , ,5539,BEACON,893316.9,1043530,5/22/2017
17-025711,2017-05,5/28/2017 2:00,Y, , ,1, ,92000,5/28/2017 18:20,5/28/2017,3,322,SIMPLE ASSAULT-HARRASSMENT                        ,3935,OREGON AVE          ,16,303,, , ,3900,OREGON,896377.4,1001616,6/1/2017
17-026177,2017-05,5/21/2017 16:30,Y, , ,1, ,264100,5/31/2017 1:15,5/31/2017,2,222,HEALTH-SANITATION VIOL                            ,5600,CHIPPEWA ST         ,7,322,, , ,5600,CHIPPEWA,880914.1,1004632,6/1/2017
17-025767,2017-05,5/29/2017 0:24,Y, , ,1, ,10000,5/29/2017 13:59,5/31/2017,4,426,HOMICIDE                                          ,3205,GREER AVE           ,59,372,, , ,3203,GREER,900883.1,1028197,6/1/2017
17-025767,2017-05,5/29/2017 0:24,Y, , ,1, ,41013,5/29/2017 13:59,5/31/2017,4,426,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,3205,GREER AVE           ,59,372,, , ,3203,GREER,900883.1,1028197,6/1/2017
17-024023,2017-05,5/18/2017 7:00,Y, , ,1, ,265321,5/19/2017 22:55,5/20/2017,2,FRSTPK,LEAVING SCENE OF ACCIDENT                         ,5163,CLAYTON AVE         ,82,305,, ,@FOREST PARK - HIGHLANDS GOLF AND TENNIS CENTER,5044,WESTMINSTER,885331.1,1019398,5/23/2017
